gene_id,a.value,m.value,p.value,q.value,estimatedDEG,expression
CDK1,4.932903146518591,0.9081679112410468,0.021337688752896718,0.38899852067027146,0,cko-low
HBA-A2,9.092700153488293,0.3709721730128699,0.021368177277048817,0.38936651670888567,0,cko-low
GM37788,3.7821277591818676,-1.1087954800862114,0.021394140909752626,0.3894441816742694,0,cko-high
GM13498,5.699569034818689,0.6003258871317243,0.02140695253897342,0.3894441816742694,0,cko-low
CYP8B1,-3.1143336433984574,3.0075764661373974,0.02141372012576878,0.3894441816742694,0,cko-low
IFI44,8.051032623498847,-0.4093668680575755,0.02141392060748043,0.3894441816742694,0,cko-high
1110002J07RIK,3.4681209985530685,-1.088644958922758,0.021423964164394745,0.3894441816742694,0,cko-high
HSD17B4,11.545853321192041,0.25451372520777404,0.02147088491949503,0.3898798396521977,0,cko-low
GM50405,-3.1143336433984574,3.0408001219423855,0.02147698677329046,0.3898798396521977,0,cko-low
IRX3OS,5.465563485242594,-0.7428846171192509,0.021478879819958604,0.3898798396521977,0,cko-high
GM43168,2.7103588244314105,-1.4136373031035938,0.021491548018253065,0.38992250729996153,0,cko-high
EHD4,10.07957966589759,-0.26341756182420006,0.02150258475848013,0.38993554855685275,0,cko-high
NPR2,10.119747225450645,0.5348772386531238,0.021543438752739993,0.390196291824623,0,cko-low
GM25890,7.502103592024252,0.8133992468356324,0.0215478657779919,0.390196291824623,0,cko-low
PANTR1,6.8471962124465,-0.4316027979883126,0.021561863531542352,0.390196291824623,0,cko-high
GM21399,10.671667890735101,0.34712762455524704,0.021573949795015385,0.390196291824623,0,cko-low
GM16004,-3.1143336433984574,3.313826529908429,0.02157955913380558,0.390196291824623,0,cko-low
IGHV10-3,-3.1143336433984574,-3.7314968110492552,0.0215819021367035,0.390196291824623,0,cko-high
GM45804,4.17770584697582,-0.9888898308284091,0.021617174821223162,0.390196291824623,0,cko-high
NDUFA1,9.324761418218154,0.36118327379298876,0.021619026073386498,0.390196291824623,0,cko-low
DHRS7,7.141655453250522,0.4719816665684551,0.021622114098532645,0.390196291824623,0,cko-low
B230303O12RIK,5.998113570458738,-0.5295062681957114,0.021648811966958344,0.390196291824623,0,cko-high
ITGA1,12.047245887341102,-0.26011976295522565,0.021652462686525677,0.390196291824623,0,cko-high
AHSA1,10.099636020622611,0.3005686163113328,0.021670264111073423,0.390196291824623,0,cko-low
1700061E18RIK,4.376405569896073,-0.9592241054461996,0.02167211774452494,0.390196291824623,0,cko-high
GM13328,7.877284185048913,0.3938066053894884,0.021678033464723415,0.390196291824623,0,cko-low
UROD,9.734133187726568,0.26298527500787117,0.021678981282313513,0.390196291824623,0,cko-low
GM15298,-0.12263158066130542,-3.895517919676511,0.021685863105078668,0.390196291824623,0,cko-high
ZFP185,7.333652635269649,0.3941190180679994,0.02169248542346351,0.390196291824623,0,cko-low
GM18296,1.3085101390056615,2.682727243104139,0.021714086119164568,0.390335320148257,0,cko-low
CEP85,9.849048762969266,-0.3335985026487833,0.021722452488334595,0.390335320148257,0,cko-high
SDC4,12.587665151524075,0.26314135591153587,0.021740610376714226,0.390335320148257,0,cko-low
GM37466,3.14151161451438,-1.4612456741305189,0.021752137370732196,0.390335320148257,0,cko-high
TLR12,8.927009406506066,-0.3240404162078345,0.02175315283435786,0.390335320148257,0,cko-high
LILRA5,5.236432794481775,-0.7522457551745667,0.021762185635911768,0.390335320148257,0,cko-high
CHIL4,-3.1143336433984574,3.3433510198303145,0.021794350991657455,0.39071375088481053,0,cko-low
SBDS,9.419008182390993,0.28964774161629414,0.021803961172101646,0.39071375088481053,0,cko-low
PSD3,9.488715723790918,-0.35076028651339364,0.021840714810678955,0.3911868692536393,0,cko-high
SUGCT,10.004422517328537,0.33589691553708434,0.02189259146030925,0.3913678443406732,0,cko-low
"NAT8F7",5.815346891698301,-0.5440553429314283,0.0218931350250918,0.3913678443406732,0,cko-high
GM48369,3.281842578827429,-1.3583995210205866,0.02190101781920146,0.3913678443406732,0,cko-high
GM14896,-0.1247687603914519,3.551630809368887,0.021920828112602778,0.3913678443406732,0,cko-low
GM48225,7.378702934026938,-0.4165065777201056,0.02192327731580957,0.3913678443406732,0,cko-high
GM12671,5.1510549322913395,0.7008082236620705,0.021932776366406715,0.3913678443406732,0,cko-low
GM25967,-3.1143336433984574,-3.1893781193961175,0.02193927508132505,0.3913678443406732,0,cko-high
ABCB10,9.115386072920957,0.28166698484923813,0.021957519554953415,0.3913678443406732,0,cko-low
GM12632,-3.1143336433984574,2.9130181702623643,0.021973464990471085,0.3913678443406732,0,cko-low
NREP,8.114712803062895,0.6507187428364212,0.021979369375647484,0.3913678443406732,0,cko-low
HSD3B4,7.014009459027314,-0.510843228704168,0.021982810559489818,0.3913678443406732,0,cko-high
STEAP3,8.412530169915302,-0.6212504186790646,0.021984358012249804,0.3913678443406732,0,cko-high
GM26801,-0.2959705333854924,-3.548840014228137,0.02198905200971047,0.3913678443406732,0,cko-high
GM14994,-3.1143336433984574,2.943766731679662,0.02201482375078239,0.3913678443406732,0,cko-low
GM31300,-3.1143336433984574,2.943766731679662,0.02201482375078239,0.3913678443406732,0,cko-low
GM42995,-0.10007613159951179,-3.8504070215529236,0.02201651241184037,0.3913678443406732,0,cko-high
A630001O12RIK,2.7341330654675793,1.61062310455051,0.02203489287337728,0.39151042382260187,0,cko-low
ADAMTS15,9.09737983883802,-0.46752285936397087,0.0220893480325186,0.3917305471069284,0,cko-high
FSCN1,7.546513777394229,0.5541419125196576,0.022096215422138653,0.3917305471069284,0,cko-low
GORASP1,8.6896332115196,0.28213122004900626,0.02210544393753359,0.3917305471069284,0,cko-low
TTC7,11.256929109593713,-0.25768768443673373,0.022115205840747006,0.3917305471069284,0,cko-high
CAMK2B,6.331173644730917,0.503089666322551,0.022120719856764823,0.3917305471069284,0,cko-low
CPOX,10.055436589871665,0.5306406029275674,0.02212767845937509,0.3917305471069284,0,cko-low
GM18762,-3.1143336433984574,3.005473580891273,0.022154896581757587,0.3917305471069284,0,cko-low
4933432I03RIK,-3.1143336433984574,3.005473580891273,0.022154896581757587,0.3917305471069284,0,cko-low
PARP8,9.021424557790276,-0.3263617928188953,0.022171536066652075,0.3917305471069284,0,cko-high
TSC22D4,9.9848164573311,0.2735310683878751,0.022175928857757377,0.3917305471069284,0,cko-low
GM15808,5.905407243997894,0.5801833768989297,0.0221770517866837,0.3917305471069284,0,cko-low
COQ8A,11.105120003633228,0.3783194299422519,0.022178894486976797,0.3917305471069284,0,cko-low
GDAP1,-3.1143336433984574,3.0451906122460572,0.022192397897860226,0.3917305471069284,0,cko-low
DOXL1,-3.1143336433984574,3.0451906122460572,0.022192397897860226,0.3917305471069284,0,cko-low
GM13625,-3.1143336433984574,2.7496893178828845,0.022204968592253318,0.3917694552000175,0,cko-low
SSBP3,9.9114683650906,-0.24687978962221635,0.02222119734955618,0.3918728372535824,0,cko-high
GM5526,9.029857987657378,0.3274231633554976,0.022259604706715258,0.3921499607014284,0,cko-low
GBP3,9.040926933409441,-0.7661178288202972,0.0222623100942651,0.3921499607014284,0,cko-high
CARD14,6.405426070363658,-0.5116215558927815,0.022275574242163497,0.3921499607014284,0,cko-high
NFAT5,12.001353859024665,-0.27679767600332106,0.022278417803396663,0.3921499607014284,0,cko-high
SERTAD1,7.456730604584115,0.382099981729624,0.02229931437836803,0.39233505073895925,0,cko-low
SPIDR,7.60010205202339,-0.37820023141136705,0.022321185385305847,0.39238191718291904,0,cko-high
LRRN4,1.5508040677791677,2.3911883085178425,0.022327865970697417,0.39238191718291904,0,cko-low
PLEKHA8,9.83890059543619,-0.3974053869549756,0.022333126160575225,0.39238191718291904,0,cko-high
GM42659,5.114842214024046,-0.6557524286467791,0.022349551272065313,0.392488030517608,0,cko-high
GMNN,6.234017144280717,0.5206716970385976,0.022376772305286573,0.392783548054524,0,cko-low
4732414G09RIK,1.226354583269944,2.3831161930188927,0.022390275511479533,0.3928381114808888,0,cko-low
4930453C13RIK,4.779047374020319,-0.8095688064527753,0.022435043815627352,0.39329693907675844,0,cko-high
TRMT10A,6.253374621364405,0.48016789393655657,0.022437240703045383,0.39329693907675844,0,cko-low
GHDC,9.153770162151842,0.2748076637560217,0.02245150320398479,0.3933644919262833,0,cko-low
MANF,9.509840674046153,0.36895909556435136,0.022486359668806456,0.3937926341999692,0,cko-low
9630013K17RIK,3.143806966960039,-1.428606123560494,0.022512358803992334,0.3939150165036848,0,cko-high
CHCHD2-PS,9.378596678155848,0.4163580422035036,0.022514194423368945,0.3939150165036848,0,cko-low
USP46OS2,2.36229975430698,-1.7026652438503957,0.02255528047775916,0.39435058388328176,0,cko-high
GM38236,4.750747796759272,-0.8605728745180636,0.022559958783754632,0.39435058388328176,0,cko-high
GM49105,6.069973718212669,0.5697785017526833,0.022618756271459962,0.395113063589586,0,cko-low
NSG1,5.254575952408233,0.6997305748042564,0.022632797075831428,0.395113063589586,0,cko-low
RPA1,9.441738425746735,-0.25997262276083966,0.02263494344494744,0.395113063589586,0,cko-high
OLFR18,-3.1143336433984574,-2.8133432665574274,0.022666970242391716,0.39540182437437277,0,cko-high
GM14627,-3.1143336433984574,-2.814458459830236,0.022672410918164312,0.39540182437437277,0,cko-high
"NAIP1",3.317096441891242,-1.753262080577164,0.022698423229657056,0.3956728831619924,0,cko-high
GM15401,1.5393241033316958,-2.156308222990482,0.022746432589614108,0.3962280275971778,0,cko-high
SLC25A1,10.306220246115544,0.23216557466736099,0.022751238883517037,0.3962280275971778,0,cko-low
MID2,9.139738264675998,-0.2662681417535335,0.022777704203809424,0.396506217075249,0,cko-high
SUPT4B,6.426701420652508,0.4895371614912891,0.022788593170377628,0.396513127575926,0,cko-low
CD96,0.6633547488129943,-2.931074204707498,0.02280850932653362,0.39653646907657064,0,cko-high
C1QTNF9,4.237504495747222,0.8662264140341467,0.02281091987120196,0.39653646907657064,0,cko-low
GM14719,7.2051097374445074,0.3714706170083728,0.022835256912785897,0.3967770249416113,0,cko-low
B9D2,7.233566844234103,0.39467362583098353,0.022849928860897588,0.3968494997752949,0,cko-low
GM43481,7.745471341243469,-0.3918098705023043,0.02287943647984244,0.3969164105449167,0,cko-high
DCT,1.2838423988068677,-2.8311640266630183,0.022880952358026164,0.3969164105449167,0,cko-high
XRCC6,8.137517686474421,0.304606561627077,0.02288528944161128,0.3969164105449167,0,cko-low
DECR2,9.855445285060515,0.37622337574453013,0.022949099571266427,0.3971798638892424,0,cko-low
IL17RD,8.757962276878697,-0.3007228668228894,0.022953259751077374,0.3971798638892424,0,cko-high
CCDC6,11.195999376053894,0.47688625616912894,0.022958592865768245,0.3971798638892424,0,cko-low
CACUL1,10.033762963790789,0.25120958956477146,0.022958688057077615,0.3971798638892424,0,cko-low
